197,0305,7109,BOMBAS TRAVAO / EMBR. DIVERSAS LPR,197.7109,CATEGORIA0,,1,1,0,1, ,BOMBA PRINC. EMBRAIAGEM,BOMBA PRINC. EMBRAIAGEM,0, ,
30,1510,0 258 017 178,MATERIAL BOSCH,0258017178,CATEGORIA0,,1,1,0,1, ,SONDA LAMBDA,SONDA LAMBDA,0, ,
54,1518,9210139,MARCA FTE,9210139,CATEGORIA0,,1,1,0,1, ,BOMBA TRAVÃO,BOMBA TRAVÃO,0, ,
113,1290,X51221-01,JUNTAS DIVERSAS AJUSA PAYEN,X51221-01,CATEGORIA0,,1,1,0,1, ,JUNTA COLECTOR ESCAPE,JUNTA COLECTOR ESCAPE,0, ,
10,10284,299.790,MARCA ELRING,10.299.790,CATEGORIA0,,1,1,0,1, ,JUNTA CABEÇA,JUNTA CABEÇA,0, ,
10,10284,299.810,MARCA ELRING,10.299.810,CATEGORIA0,,1,1,0,1, ,JUNTA CABEÇA,JUNTA CABEÇA,0, ,
113,1290,X51370-01,JUNTAS DIVERSAS AJUSA PAYEN,X51370-01,CATEGORIA0,,1,1,0,1, ,JUNTA COLECTOR ESCAPE,JUNTA COLECTOR ESCAPE,0, ,
85,0180,341186,AMORT.DIVERSOS KYB,341186,CATEGORIA0,,1,1,0,1, ,AMORTECEDOR,AMORTECEDOR,0, ,
206,1561,V25-8121,MAT.DIVERSO A.B.S.,V25-8121,CATEGORIA0,,1,1,0,1, ,POLI CAMBOTA,POLI CAMBOTA,0, ,
30,1510.1,0986 435 061,MATERIAL INJETORES e BOMBAS PRESSAO BOSCH,0986435061,CATEGORIA0,,1,1,0,1, ,INJECTOR,INJECTOR,0, ,
4871,0555,TY073S,CABOS EUROPEUS CEF  A.B.S. COFLE,TY073S,CATEGORIA0,,1,1,0,1, ,BOMBA AGUA,BOMBA AGUA,0, ,
61,1540,LE12110,MATERIAL VAUNER  TYC,LE12110,CATEGORIA0,,1,1,0,1, ,GRELHA DE RADIADOR,GRELHA DE RADIADOR,0, ,
94,1559,2310508,MARCA METZGER,94.2310508,CATEGORIA0,,1,1,0,1, ,PUXADOR  PORTA,PUXADOR  PORTA,0, ,
206,2555,42-01390,SUSPENSAO / DIREÇAO DIVERSO  A.B.S.,42-01390,CATEGORIA0,,1,1,0,1, ,TERMINAL DIREC. ESQ,TERMINAL DIREC. ESQ,0, ,
240,1500,78223,MARCA FAE,FAE78223,CATEGORIA0,,1,1,0,1, ,SENSOR,SENSOR,0, ,
94,1559,0873030,MARCA METZGER,0873030,CATEGORIA0,,1,1,0,1, ,PARAFUSO,PARAFUSO,0, ,
4969,10269,38SKV506,MARCA ESEN SKV,38SKV506,CATEGORIA0,,1,1,0,1, ,COMUTADOR LUZES/PISCAS,COMUTADOR LUZES/PISCAS,0, ,
197,0305,6355,BOMBAS TRAVAO / EMBR. DIVERSAS LPR,197.6355,CATEGORIA0,,1,1,0,1, ,BOMBA PRINC. TRAVÕES,BOMBA PRINC. TRAVÕES,0, ,
206,2555,40-06187,SUSPENSAO / DIREÇAO DIVERSO  A.B.S.,40-06187,CATEGORIA0,,1,1,0,1, ,BRAÇO SUSPENSÃO,BRAÇO SUSPENSÃO,0, ,
61,1540,101.6671010,MATERIAL VAUNER  TYC,101.6671010,CATEGORIA0,,1,1,0,1, ,FAROL ESQ. C/R FIAT UNO 89-,FAROL ESQ. C/R FIAT UNO 89-,0, ,
85,0180,349021,AMORT.DIVERSOS KYB,349021,CATEGORIA0,,1,1,0,1, ,AMORTECEDOR KAYABA,AMORTECEDOR KAYABA,0, ,
161,1606.1,GDB2251,MATERIAL PASTILHAS TRW,GDB2251,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2255,MATERIAL PASTILHAS TRW,GDB2255,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2301,MATERIAL PASTILHAS TRW,GDB2301,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2302,MATERIAL PASTILHAS TRW,GDB2302,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2305,MATERIAL PASTILHAS TRW,GDB2305,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.4,DF3970,MATERIAL DISCOS TRW,DF3970,CATEGORIA0,,1,1,0,1, ,DISCO TRAVÃO TRW,DISCO TRAVÃO TRW,0, ,
161,1606.4,DF3978,MATERIAL DISCOS TRW,DF3978,CATEGORIA0,,1,1,0,1, ,DISCO TRAVÃO TRW,DISCO TRAVÃO TRW,0, ,
161,1606.1,GDB2306,MATERIAL PASTILHAS TRW,GDB2306,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.4,DF3986,MATERIAL DISCOS TRW,DF3986,CATEGORIA0,,1,1,0,1, ,DISCO TRAVÃO TRW,DISCO TRAVÃO TRW,0, ,
161,1606.4,DF3989,MATERIAL DISCOS TRW,DF3989,CATEGORIA0,,1,1,0,1, ,DISCO TRAVÃO TRW,DISCO TRAVÃO TRW,0, ,
161,1606.1,GDB2307,MATERIAL PASTILHAS TRW,GDB2307,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2308,MATERIAL PASTILHAS TRW,GDB2308,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
432,1631,ER4111,MAT.MOTOR KOLBENSCHMIDT,ER4111,CATEGORIA0,,1,1,0,1, ,MARTELO,MARTELO,0, ,
432,1631,EP4119,MAT.MOTOR KOLBENSCHMIDT,EP4119,CATEGORIA0,,1,1,0,1, ,PASTILHA MARTELO,PASTILHA MARTELO,0, ,
161,1606.1,GDB2309,MATERIAL PASTILHAS TRW,GDB2309,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
94,1559,2401319,MARCA METZGER,2401319,CATEGORIA0,,1,1,0,1, ,TUBO INTERCOOLER,TUBO INTERCOOLER,0, ,
161,1606.1,GDB2310,MATERIAL PASTILHAS TRW,GDB2310,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2313,MATERIAL PASTILHAS TRW,GDB2313,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2317,MATERIAL PASTILHAS TRW,GDB2317,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2318,MATERIAL PASTILHAS TRW,GDB2318,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.5,DB5005,MATERIAL POLI TRW,DB5005,CATEGORIA0,,1,1,0,1, ,POLI TRAVAO TRW,POLI TRAVAO TRW,0, ,
161,1606.5,DB5006,MATERIAL POLI TRW,DB5006,CATEGORIA0,,1,1,0,1, ,POLI TRAVAO TRW,POLI TRAVAO TRW,0, ,
161,1606.1,GDB2319,MATERIAL PASTILHAS TRW,GDB2319,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2322,MATERIAL PASTILHAS TRW,GDB2322,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2323,MATERIAL PASTILHAS TRW,GDB2323,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2327,MATERIAL PASTILHAS TRW,GDB2327,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.5,DB4198,MATERIAL POLI TRW,DB4198,CATEGORIA0,,1,1,0,1, ,POLI TRAVAO TRW,POLI TRAVAO TRW,0, ,
161,1606.5,DB4268,MATERIAL POLI TRW,DB4268,CATEGORIA0,,1,1,0,1, ,POLI TRAVAO TRW,POLI TRAVAO TRW,0, ,
161,1606.1,GDB2342,MATERIAL PASTILHAS TRW,GDB2342,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2343,MATERIAL PASTILHAS TRW,GDB2343,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2344,MATERIAL PASTILHAS TRW,GDB2344,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2345,MATERIAL PASTILHAS TRW,GDB2345,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.5,DB4291,MATERIAL POLI TRW,DB4291,CATEGORIA0,,1,1,0,1, ,POLI TRAVAO TRW,POLI TRAVAO TRW,0, ,
161,1606.5,DB4575B,MATERIAL POLI TRW,DB4575B,CATEGORIA0,,1,1,0,1, ,POLI TRAVAO TRW,POLI TRAVAO TRW,0, ,
161,1606.1,GDB2346,MATERIAL PASTILHAS TRW,GDB2346,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2348,MATERIAL PASTILHAS TRW,GDB2348,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2349,MATERIAL PASTILHAS TRW,GDB2349,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2350,MATERIAL PASTILHAS TRW,GDB2350,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2351,MATERIAL PASTILHAS TRW,GDB2351,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2353,MATERIAL PASTILHAS TRW,GDB2353,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2354,MATERIAL PASTILHAS TRW,GDB2354,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2355,MATERIAL PASTILHAS TRW,GDB2355,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2357,MATERIAL PASTILHAS TRW,GDB2357,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2358,MATERIAL PASTILHAS TRW,GDB2358,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2359,MATERIAL PASTILHAS TRW,GDB2359,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2360,MATERIAL PASTILHAS TRW,GDB2360,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2362,MATERIAL PASTILHAS TRW,GDB2362,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2364,MATERIAL PASTILHAS TRW,GDB2364,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2367,MATERIAL PASTILHAS TRW,GDB2367,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2368,MATERIAL PASTILHAS TRW,GDB2368,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2369,MATERIAL PASTILHAS TRW,GDB2369,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2371,MATERIAL PASTILHAS TRW,GDB2371,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2372,MATERIAL PASTILHAS TRW,GDB2372,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2373,MATERIAL PASTILHAS TRW,GDB2373,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2374,MATERIAL PASTILHAS TRW,GDB2374,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2375,MATERIAL PASTILHAS TRW,GDB2375,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2376,MATERIAL PASTILHAS TRW,GDB2376,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2379,MATERIAL PASTILHAS TRW,GDB2379,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2380BTE,MATERIAL PASTILHAS TRW,GDB2380BTE,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2381,MATERIAL PASTILHAS TRW,GDB2381,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2382,MATERIAL PASTILHAS TRW,GDB2382,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2383,MATERIAL PASTILHAS TRW,GDB2383,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2384,MATERIAL PASTILHAS TRW,GDB2384,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2387,MATERIAL PASTILHAS TRW,GDB2387,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2388,MATERIAL PASTILHAS TRW,GDB2388,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2389,MATERIAL PASTILHAS TRW,GDB2389,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2391,MATERIAL PASTILHAS TRW,GDB2391,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2392,MATERIAL PASTILHAS TRW,GDB2392,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2394,MATERIAL PASTILHAS TRW,GDB2394,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2395,MATERIAL PASTILHAS TRW,GDB2395,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2396,MATERIAL PASTILHAS TRW,GDB2396,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2398,MATERIAL PASTILHAS TRW,GDB2398,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2400,MATERIAL PASTILHAS TRW,GDB2400,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2401BTE,MATERIAL PASTILHAS TRW,GDB2401BTE,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2402BTE,MATERIAL PASTILHAS TRW,GDB2402BTE,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2404,MATERIAL PASTILHAS TRW,GDB2404,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2405,MATERIAL PASTILHAS TRW,GDB2405,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2406,MATERIAL PASTILHAS TRW,GDB2406,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2407,MATERIAL PASTILHAS TRW,GDB2407,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2410,MATERIAL PASTILHAS TRW,GDB2410,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2412,MATERIAL PASTILHAS TRW,GDB2412,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2413,MATERIAL PASTILHAS TRW,GDB2413,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2414,MATERIAL PASTILHAS TRW,GDB2414,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2415,MATERIAL PASTILHAS TRW,GDB2415,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2419,MATERIAL PASTILHAS TRW,GDB2419,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2421,MATERIAL PASTILHAS TRW,GDB2421,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2422,MATERIAL PASTILHAS TRW,GDB2422,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2424,MATERIAL PASTILHAS TRW,GDB2424,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2425,MATERIAL PASTILHAS TRW,GDB2425,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2426,MATERIAL PASTILHAS TRW,GDB2426,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2429,MATERIAL PASTILHAS TRW,GDB2429,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2431BTE,MATERIAL PASTILHAS TRW,GDB2431BTE,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2433,MATERIAL PASTILHAS TRW,GDB2433,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2435,MATERIAL PASTILHAS TRW,GDB2435,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2437,MATERIAL PASTILHAS TRW,GDB2437,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2438,MATERIAL PASTILHAS TRW,GDB2438,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2440,MATERIAL PASTILHAS TRW,GDB2440,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2441,MATERIAL PASTILHAS TRW,GDB2441,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2442,MATERIAL PASTILHAS TRW,GDB2442,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2448,MATERIAL PASTILHAS TRW,GDB2448,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2452,MATERIAL PASTILHAS TRW,GDB2452,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2453,MATERIAL PASTILHAS TRW,GDB2453,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2454,MATERIAL PASTILHAS TRW,GDB2454,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2455,MATERIAL PASTILHAS TRW,GDB2455,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2456,MATERIAL PASTILHAS TRW,GDB2456,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2458,MATERIAL PASTILHAS TRW,GDB2458,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2459,MATERIAL PASTILHAS TRW,GDB2459,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2460,MATERIAL PASTILHAS TRW,GDB2460,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2461,MATERIAL PASTILHAS TRW,GDB2461,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2463,MATERIAL PASTILHAS TRW,GDB2463,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2464,MATERIAL PASTILHAS TRW,GDB2464,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2465,MATERIAL PASTILHAS TRW,GDB2465,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2469,MATERIAL PASTILHAS TRW,GDB2469,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
161,1606.1,GDB2470,MATERIAL PASTILHAS TRW,GDB2470,CATEGORIA0,,1,1,0,1, ,PASTILHAS TRAVAO TRW,PASTILHAS TRAVAO TRW,0, ,
