2;1140;PU 999/1 X;FILTROS MANN;PU999/1X;CATEGORIA0;;1;1;0;1;;FILTRO COMB.;FILTRO COMB.;0;;
2;1140;ML6055;MARCA MONROE;ML6055;CATEGORIA0;;1;1;0;1;;AMORTECEDOR T/ MALA;AMORTECEDOR T/ MALA;0;;
2;1140;1 987 302 153;MATERIAL BOSCH;1987302153;CATEGORIA0;;1;1;0;1;;LÂMPADA 12V HB4 51W;LÂMPADA 12V HB4 51W;0;;
2;1140;VKFS-NI60850-2D0;JUNTAS DIVERSAS AJUSA PAYEN;VKFS-NI60850-2D0;CATEGORIA0;;1;1;0;1;;JUNTAS REPARAÇÃO;JUNTAS REPARAÇÃO;0;;
2;1140;P1253;TRANSMISSOES DIVERSAS;P1253;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO;TRANSMISSÃO;0;;
2;1140;2361033;MARCA METZGER;2361033;CATEGORIA0;;1;1;0;1;;TUBO RETORNO CAIXA DIREÇÃO;TUBO RETORNO CAIXA DIREÇÃO;0;;
2;1140;95592;MARCA JAPKO;95592;CATEGORIA0;;1;1;0;1;;BOMBA P/ EMBRAIAGEM;BOMBA P/ EMBRAIAGEM;0;;
2;1140;KTB211C;CORREIAS CONTINENTAL CTAM;KTB211C;CATEGORIA0;;1;1;0;1;;KIT DISTRIBUIÇÃO;KIT DISTRIBUIÇÃO;0;;
2;1140;C 33 130;FILTROS MANN;C33130;CATEGORIA0;;1;1;0;1;;FILTRO AR;FILTRO AR;0;;
2;1140;8001093;MARCA METZGER;8001093;CATEGORIA0;;1;1;0;1;;GUIA VARETA;GUIA VARETA;0;;
2;1140;LP3875;BOMBAS TRAVAO / EMBR. DIVERSAS LPR;LP3875;CATEGORIA0;;1;1;0;1;;JG. PASTILHAS TRAVÃO;JG. PASTILHAS TRAVÃO;0;;
2;1140;95111;MARCA JAPKO;95111;CATEGORIA0;;1;1;0;1;;BOMBA PRINC. EMBRAIAGEM;BOMBA PRINC. EMBRAIAGEM;0;;
2;1140;B253;MARCA DOLZ;154.B253;CATEGORIA0;;1;1;0;1;;BOMBA ÁGUA DOLZ;BOMBA ÁGUA DOLZ;0;;
2;1140;11.5842;MARCA METZGER;11.5842;CATEGORIA0;;1;1;0;1;;CABO TRAVÃO;CABO TRAVÃO;0;;
2;1140;62507;MAT.DIVERSO A.B.S.;62507;CATEGORIA0;;1;1;0;1;;FORRA;FORRA;0;;
2;1140;112408;MAT.DIVERSO A.B.S.;112408;CATEGORIA0;;1;1;0;1;;INTERRUPTOR;INTERRUPTOR;0;;
2;1140;09110;BOMBAS TRAVAO / EMBR. DIVERSAS LPR;197.09110;CATEGORIA0;;1;1;0;1;;MAXILAS TRAVÃO;MAXILAS TRAVÃO;0;;
2;1140;23852;MARCA MONROE;23852;CATEGORIA0;;1;1;0;1;;AMORTECEDOR MONROE;AMORTECEDOR MONROE;0;;
2;1140;7109;BOMBAS TRAVAO / EMBR. DIVERSAS LPR;197.7109;CATEGORIA0;;1;1;0;1;;BOMBA PRINC. EMBRAIAGEM;BOMBA PRINC. EMBRAIAGEM;0;;
2;1140;0 258 017 178;MATERIAL BOSCH;0258017178;CATEGORIA0;;1;1;0;1;;SONDA LAMBDA;SONDA LAMBDA;0;;
2;1140;9210139;MARCA FTE;9210139;CATEGORIA0;;1;1;0;1;;BOMBA TRAVÃO;BOMBA TRAVÃO;0;;
2;1140;X51221-01;JUNTAS DIVERSAS AJUSA PAYEN;X51221-01;CATEGORIA0;;1;1;0;1;;JUNTA COLECTOR ESCAPE;JUNTA COLECTOR ESCAPE;0;;
2;1140;299.790;MARCA ELRING;10.299.790;CATEGORIA0;;1;1;0;1;;JUNTA CABEÇA;JUNTA CABEÇA;0;;
2;1140;299.810;MARCA ELRING;10.299.810;CATEGORIA0;;1;1;0;1;;JUNTA CABEÇA;JUNTA CABEÇA;0;;
2;1140;X51370-01;JUNTAS DIVERSAS AJUSA PAYEN;X51370-01;CATEGORIA0;;1;1;0;1;;JUNTA COLECTOR ESCAPE;JUNTA COLECTOR ESCAPE;0;;
2;1140;341186;AMORT.DIVERSOS KYB;341186;CATEGORIA0;;1;1;0;1;;AMORTECEDOR;AMORTECEDOR;0;;
2;1140;V25-8121;MAT.DIVERSO A.B.S.;V25-8121;CATEGORIA0;;1;1;0;1;;POLI CAMBOTA;POLI CAMBOTA;0;;
2;1140;0986 435 061;MATERIAL INJETORES e BOMBAS PRESSAO BOSCH;0986435061;CATEGORIA0;;1;1;0;1;;INJECTOR;INJECTOR;0;;
2;1140;TY073S;CABOS EUROPEUS CEF  A.B.S. COFLE;TY073S;CATEGORIA0;;1;1;0;1;;BOMBA AGUA;BOMBA AGUA;0;;
2;1140;LE12110;MATERIAL VAUNER  TYC;LE12110;CATEGORIA0;;1;1;0;1;;GRELHA DE RADIADOR;GRELHA DE RADIADOR;0;;
2;1140;2310508;MARCA METZGER;94.2310508;CATEGORIA0;;1;1;0;1;;PUXADOR  PORTA;PUXADOR  PORTA;0;;
2;1140;42-01390;SUSPENSAO / DIREÇAO DIVERSO  A.B.S.;42-01390;CATEGORIA0;;1;1;0;1;;TERMINAL DIREC. ESQ;TERMINAL DIREC. ESQ;0;;
2;1140;78223;MARCA FAE;FAE78223;CATEGORIA0;;1;1;0;1;;SENSOR;SENSOR;0;;
2;1140;0873030;MARCA METZGER;0873030;CATEGORIA0;;1;1;0;1;;PARAFUSO;PARAFUSO;0;;
2;1140;38SKV506;MARCA ESEN SKV;38SKV506;CATEGORIA0;;1;1;0;1;;COMUTADOR LUZES/PISCAS;COMUTADOR LUZES/PISCAS;0;;
2;1140;6355;BOMBAS TRAVAO / EMBR. DIVERSAS LPR;197.6355;CATEGORIA0;;1;1;0;1;;BOMBA PRINC. TRAVÕES;BOMBA PRINC. TRAVÕES;0;;
2;1140;40-06187;SUSPENSAO / DIREÇAO DIVERSO  A.B.S.;40-06187;CATEGORIA0;;1;1;0;1;;BRAÇO SUSPENSÃO;BRAÇO SUSPENSÃO;0;;
2;1140;101.6671010;MATERIAL VAUNER  TYC;101.6671010;CATEGORIA0;;1;1;0;1;;FAROL ESQ. C/R FIAT UNO 89-;FAROL ESQ. C/R FIAT UNO 89-;0;;
2;1140;349021;AMORT.DIVERSOS KYB;349021;CATEGORIA0;;1;1;0;1;;AMORTECEDOR KAYABA;AMORTECEDOR KAYABA;0;;
2;1140;GDB2251;MATERIAL PASTILHAS TRW;GDB2251;CATEGORIA0;;1;1;0;1;;PASTILHAS TRAVAO TRW;PASTILHAS TRAVAO TRW;0;;
2;1140;GDB2255;MATERIAL PASTILHAS TRW;GDB2255;CATEGORIA0;;1;1;0;1;;PASTILHAS TRAVAO TRW;PASTILHAS TRAVAO TRW;0;;
2;1140;GDB2301;MATERIAL PASTILHAS TRW;GDB2301;CATEGORIA0;;1;1;0;1;;PASTILHAS TRAVAO TRW;PASTILHAS TRAVAO TRW;0;;
2;1140;GDB2302;MATERIAL PASTILHAS TRW;GDB2302;CATEGORIA0;;1;1;0;1;;PASTILHAS TRAVAO TRW;PASTILHAS TRAVAO TRW;0;;
2;1140;GDB2305;MATERIAL PASTILHAS TRW;GDB2305;CATEGORIA0;;1;1;0;1;;PASTILHAS TRAVAO TRW;PASTILHAS TRAVAO TRW;0;;
2;1140;DF3970;MATERIAL DISCOS TRW;DF3970;CATEGORIA0;;1;1;0;1;;DISCO TRAVÃO TRW;DISCO TRAVÃO TRW;0;;
2;1140;DF3978;MATERIAL DISCOS TRW;DF3978;CATEGORIA0;;1;1;0;1;;DISCO TRAVÃO TRW;DISCO TRAVÃO TRW;0;;
2;1140;GDB2306;MATERIAL PASTILHAS TRW;GDB2306;CATEGORIA0;;1;1;0;1;;PASTILHAS TRAVAO TRW;PASTILHAS TRAVAO TRW;0;;
2;1140;DF3986;MATERIAL DISCOS TRW;DF3986;CATEGORIA0;;1;1;0;1;;DISCO TRAVÃO TRW;DISCO TRAVÃO TRW;0;;
2;1140;DF3989;MATERIAL DISCOS TRW;DF3989;CATEGORIA0;;1;1;0;1;;DISCO TRAVÃO TRW;DISCO TRAVÃO TRW;0;;
2;1140;GDB2307;MATERIAL PASTILHAS TRW;GDB2307;CATEGORIA0;;1;1;0;1;;PASTILHAS TRAVAO TRW;PASTILHAS TRAVAO TRW;0;;
