292;0486;14.16.0010;0486;14.16.0010;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0020;0486;14.16.0020;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0050;0486;14.16.0050;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0051;0486;14.16.0051;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0055;0486;14.16.0055;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0060;0486;14.16.0060;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0100-1;0486;14.16.0100-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0150;0486;14.16.0150;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0152;0486;14.16.0152;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0200-1;0486;14.16.0200-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0210-1;0486;14.16.0210-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0270-1;0486;14.16.0270-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0270-2;0486;14.16.0270-2;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0271;0486;14.16.0271;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.16.0272-1;0486;14.16.0272-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0030;0486;14.17.0030;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0030-1;0486;14.17.0030-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0100;0486;14.17.0100;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0105-1;0486;14.17.0105-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0108-1;0486;14.17.0108-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0115-1;0486;14.17.0115-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0116-1;0486;14.17.0116-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0120;0486;14.17.0120;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0120-1;0486;14.17.0120-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0123-1;0486;14.17.0123-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0135;0486;14.17.0135;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0135-1;0486;14.17.0135-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0140-1;0486;14.17.0140-1;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0150;0486;14.17.0150;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0180;0486;14.17.0180;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.17.0285;0486;14.17.0285;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.18.0110;0486;14.18.0110;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.18.0130;0486;14.18.0130;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.18.0212;0486;14.18.0212;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.18.0220;0486;14.18.0220;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.18.0222;0486;14.18.0222;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.18.0300;0486;14.18.0300;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0110;0486;14.20.0110;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0112;0486;14.20.0112;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0120;0486;14.20.0120;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0124;0486;14.20.0124;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0125;0486;14.20.0125;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0126;0486;14.20.0126;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0127;0486;14.20.0127;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0128;0486;14.20.0128;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0135;0486;14.20.0135;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0140;0486;14.20.0140;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.20.0160;0486;14.20.0160;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.22.0155;0486;14.22.0155;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.22.0157;0486;14.22.0157;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.22.0550;0486;14.22.0550;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.23.0110;0486;14.23.0110;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
292;0486;14.23.0119;0486;14.23.0119;CATEGORIA0;;1;1;0;1;;CASCO BOMBA DIREÇÃO;CASCO BOMBA DIREÇÃO;0;;
