373;1537.1;261096;1537.1;GSP261096;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261097;1537.1;GSP261097;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261098;1537.1;GSP261098;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261099;1537.1;GSP261099;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261100;1537.1;GSP261100;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261100OL;1537.1;GSP261100OL;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261101;1537.1;GSP261101;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261104;1537.1;GSP261104;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261105;1537.1;GSP261105;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261105OL;1537.1;GSP261105OL;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261106;1537.1;GSP261106;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261108;1537.1;GSP261108;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261109;1537.1;GSP261109;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261110;1537.1;GSP261110;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261112;1537.1;GSP261112;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261119;1537.1;GSP261119;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261121;1537.1;GSP261121;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261122;1537.1;GSP261122;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO;TRANSMISSÃO;0;;
373;1537.1;261123;1537.1;GSP261123;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO ESQ.;TRANSMISSÃO ESQ.;0;;
373;1537.1;261126;1537.1;GSP261126;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261133;1537.1;GSP261133;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261135;1537.1;GSP261135;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261136;1537.1;GSP261136;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261140;1537.1;GSP261140;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261147;1537.1;GSP261147;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261147OL;1537.1;GSP261147OL;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261150;1537.1;GSP261150;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261152;1537.1;GSP261152;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261153;1537.1;GSP261153;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261156;1537.1;GSP261156;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
373;1537.1;261157;1537.1;GSP261157;CATEGORIA0;;1;1;0;1;;TRANSMISSÃO GSP;TRANSMISSÃO GSP;0;;
