6;1315;411 0256 11;1315;411025611;CATEGORIA0;;1;1;0;1;;KIT PARAFUSOS BIMASSA;KIT PARAFUSOS BIMASSA;0;;
6;1315;411 0257 10;1315;411025710;CATEGORIA0;;1;1;0;1;;KIT PARAFUSOS BIMASSA;KIT PARAFUSOS BIMASSA;0;;
6;1315;411 0258 10;1315;411025810;CATEGORIA0;;1;1;0;1;;KIT PARAFUSOS P/ VOL. BIMASSA;KIT PARAFUSOS P/ VOL. BIMASSA;0;;
6;1315;411 0259 10;1315;411025910;CATEGORIA0;;1;1;0;1;;KIT PARAFUSOS BIMASSA;KIT PARAFUSOS BIMASSA;0;;
6;1315;411 0260 10;1315;411026010;CATEGORIA0;;1;1;0;1;;KIT PARAFUSOS BIMASSA;KIT PARAFUSOS BIMASSA;0;;
6;1315;411 0266 10;1315;411026610;CATEGORIA0;;1;1;0;1;;KIT PARAFUSOS BIMASSA;KIT PARAFUSOS BIMASSA;0;;
6;1315;414 0002 10;1315;414000210;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0005 10;1315;414000510;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0008 10;1315;414000810;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0017 10;1315;414001710;CATEGORIA0;;1;1;0;1;;CASQUILHOS GUIA;CASQUILHOS GUIA;0;;
6;1315;414 0019 10;1315;414001910;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0020 10;1315;414002010;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0128 20;1315;414012820;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0130 10;1315;414013010;CATEGORIA0;;1;1;0;1;;VEDANTE VEIO PRIMÁRIO;VEDANTE VEIO PRIMÁRIO;0;;
6;1315;414 0132 20;1315;414013220;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0223 10;1315;414022310;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0230 10;1315;414023010;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1315;414 0235 10;1315;414023510;CATEGORIA0;;1;1;0;1;;CASQUILHO GUIA;CASQUILHO GUIA;0;;
6;1316;415 0001 11;1316;415000111;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0013 10;1316;415001310;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0014 11;1316;415001411;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA;VOLANTE BIMASSA;0;;
6;1316;415 0016 10;1316;415001610;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0017 11;1316;415001711;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0017 12;1316;415001712;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0019 10;1316;415001910;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0021 10;1316;415002110;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA;VOLANTE BIMASSA;0;;
6;1316;415 0021 11;1316;415002111;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0022 10;1316;415002210;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0023 11;1316;415002311;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0024 10;1316;415002410;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
6;1316;415 0028 11;1316;415002811;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA;VOLANTE BIMASSA;0;;
6;1316;415 0032 10;1316;415003210;CATEGORIA0;;1;1;0;1;;VOLANTE BIMASSA LUK;VOLANTE BIMASSA LUK;0;;
